application_id,org_id,shift_id,first_name,middle_name,last_name,name_suffix,voting_street_address_one,voting_street_address_two,voting_city,voting_state,voting_zipcode,mailing_street_address_one,mailing_street_address_two,mailing_city,mailing_state,mailing_zipcode,county,gender,date_of_birth,phone_number,email_address,updated_at,party,name_prefix,ethnicity,latitude,longitude,completed,registration_date,shift_type,locations_state,program_type,program_sub_type,collection_medium,office,field_start,field_end,evc_month,evc_year
4535a722-9d0b-4e2d-a0ad-c2255255dae4,org_2,7457,Laura,Lisa,Rose,IV,389 Thomas Mill,5,Cameronport,FL,15830,784 Gonzalez Ports Suite 987,3,Davisland,MI,46244,county_4,other,1941-04-08,5014244336,littleianyahoo.com,2021-11-25,democrat,Miss,unknown,-37.762192,-72.536535,true,2022-03-04,3952,MI,field,evc_funded,mail,office_4,2022-10-25,2022-10-25 02:00:00.000,March,2022
0852edd2-d823-45b9-8aad-042c0c720198,org_1,5317,Samuel,Michael,Bradley,V,5191 Walsh Green Suite 228,6,Stewartside,LA,93289,1860 Jackson Villages,6,Peterston,SC,93251,county_8,male,1943-08-17,682618301,gordonmichellehotmail.com,2022-03-04,republican,Dr.,caucasian,-49.0668905,52.358511,false,2021-12-05,2394,VT,mail,evc_funded,web,office_4,2021-12-22,2021-12-22 02:00:00.000,December,2021
a9bf69a1-34b2-4e0d-8d73-9251bc9a91fb,org_1,1673,Nancy,Jo,Barber,MD,15923 Price Mission Apt. 244,5,Joseport,NE,81136,554 Laura Stravenue Apt. 511,7,North Kendrafurt,MN,59373,county_8,other,1940-03-12,1244404321,savila6yahoo.com,2022-10-28,independent,Miss,unknown,-72.928845,167.831063,true,2022-10-24,1683,NE,remote,aligned,web,office_5,2021-12-02,2021-12-02 02:00:00.000,October,2022
d9078f34-58f3-40b0-bb5b-b0ed242248d1,org_1,6477,Melissa,Bradley,Browning,III,616 Rivas Lane Apt. 543,2,Mendezhaven,SC,33894,34046 Perez Oval Apt. 571,6,West Brianville,UT,70806,county_5,female,1973-02-26,6901777064,yrobinson4yahoo.com,2022-07-27,republican,Dr.,asian,-79.8739,-146.002347,false,2022-06-29,2202,LA,remote,evc_funded,mail,office_2,2021-11-30,2021-11-30 02:00:00.000,June,2022
82cf5924-49c1-4a33-934e-5da0e5b56769,org_2,5421,Charles,Jennifer,Alvarez,PhD,133 Zimmerman Estate,3,West Adamstad,MT,83006,62403 Mckinney River,7,East Roberta,SC,40536,county_7,male,1983-11-02,994522280,tina828yahoo.com,2022-01-28,republican,Mrs.,unknown,-37.4625095,-163.479631,true,2022-01-13,4660,CT,remote,aligned,mail,office_8,2022-10-29,2022-10-29 02:00:00.000,January,2022
cc84fbe0-c22e-4075-a41b-752b60cee4bb,org_2,4725,Kelsey,Jessica,Evans,Jr.,5100 Maureen Hill,0,Murphyshire,CA,67169,06152 Samuel Spurs,4,Gateston,WI,18671,county_7,other,1994-08-27,1705032515,zrobertsgmail.com,2022-09-25,independent,Dr.,asian,-33.204239,-29.536462,true,2022-09-11,7561,SC,remote,evc_funded,paper,office_6,2022-06-29,2022-06-29 02:00:00.000,September,2022
060f0e7b-f7d6-47d0-afa9-1ec3a976210d,org_3,1788,Angela,Gregory,Anderson,V,51373 Coffey Prairie,4,Jamesport,WI,52879,3168 Dominique Shoals Apt. 659,9,New Craig,OH,85690,county_6,female,1926-12-05,9201534735,wardmichael4yahoo.com,2021-11-15,democrat,Mrs.,hispanic,52.8827905,-54.883837,true,2022-09-04,3279,OH,mail,aligned,web,office_1,2021-12-27,2021-12-27 02:00:00.000,September,2022
658a8079-1b65-4752-96d1-6abc15095122,org_2,6423,Arthur,Cynthia,Price,DDS,510 Samuel Branch Suite 739,8,Lisafurt,HI,12682,01667 Berger Turnpike,1,South Brent,OH,98786,county_7,female,1992-11-07,50566543,brightcoreyhotmail.com,2022-06-18,democrat,Miss,hispanic,22.638807,-16.032605,true,2022-01-08,6227,ND,remote,evc_funded,web,office_2,2022-06-23,2022-06-23 02:00:00.000,January,2022
217b2cc5-f5d3-4ecb-bcc6-ea3801fcbfc1,org_2,5101,Michael,Sabrina,Mills,DVM,07529 Morgan Haven,8,New Mary,LA,66308,8813 Jordan Dale,9,Port Kathleen,AZ,11530,county_1,female,1961-04-14,4243400618,allengwendolynyahoo.com,2022-03-21,republican,Dr.,asian,-80.0692685,-26.973706,false,2022-01-14,9417,OK,field,aligned,web,office_1,2022-07-25,2022-07-25 02:00:00.000,January,2022
9302b25c-a293-4a14-9234-9e46fd87baa0,org_3,884,Tyler,Kimberly,Wheeler,DVM,3928 Jones Flats Suite 887,3,Jennifermouth,ND,91753,02097 Brown Turnpike,8,New Christinestad,NY,83356,county_2,female,1907-06-15,734801429,jacob72gmail.com,2022-01-12,republican,Dr.,caucasian,-38.9222925,176.127921,false,2022-04-22,1083,ID,digital,aligned,web,office_3,2022-09-04,2022-09-04 02:00:00.000,April,2022
a073a402-0aab-499e-8f69-2821dcda976e,org_1,730,Mary,Anthony,Patel,Jr.,115 Samuel Plains Suite 734,5,Murrayburgh,MD,87263,719 Teresa Causeway Suite 816,0,East Paulton,HI,04131,county_4,male,1932-06-03,7667740702,kim28gmail.com,2022-08-26,republican,Miss,unknown,6.0199375,-132.138879,false,2022-05-15,7092,NH,digital,aligned,web,office_2,2022-05-01,2022-05-01 02:00:00.000,May,2022
fce77774-7324-4411-966a-d94cbdeb9699,org_4,5133,Kimberly,Mark,Johnston,MD,9354 Gutierrez Plaza,9,North Javier,KS,55626,0871 Anderson Junction Apt. 261,9,Port Robert,OH,00583,county_5,other,1950-10-03,5761594845,qmeyer3gmail.com,2022-05-02,democrat,Misc.,black,69.9973375,-51.393369,false,2021-12-16,1742,OH,digital,aligned,paper,office_4,2022-06-18,2022-06-18 02:00:00.000,December,2021
28122c88-21a8-4dc7-8d8a-730d4114a89b,org_2,4238,Joseph,Erica,Ortiz,IV,625 Bauer Keys,0,Smithshire,IN,27331,0497 Andrew Isle Suite 842,5,Lake Danielle,NY,59852,county_1,other,1935-06-22,9938184361,hbenjaminhotmail.com,2022-06-03,independent,Mx.,caucasian,32.378832,31.186823,false,2022-10-15,4989,WI,remote,aligned,tablet,office_4,2022-01-17,2022-01-17 02:00:00.000,October,2022
491605f1-ee87-4c41-bc49-f45b6cc3ea9f,org_3,784,Stephen,Mark,Calderon,DDS,33601 Hannah Mission,4,New Danielmouth,WY,70631,01467 Escobar Track,7,Suarezborough,MS,01543,county_3,male,1988-10-13,165281867,vcarrollhotmail.com,2021-11-06,independent,Misc.,unknown,12.4545365,-69.489139,false,2022-04-09,2649,IN,digital,evc_funded,tablet,office_8,2022-01-15,2022-01-15 02:00:00.000,April,2022
e77619fd-e8e7-49b6-8337-c1395d9a6393,org_4,6906,Steven,Krystal,Harrell,III,3239 Kenneth Radial,6,Murraymouth,WI,72750,0611 Carroll Skyway,6,West Morgan,VI,86745,county_1,other,1949-10-18,3974418023,marycastanedayahoo.com,2022-03-30,democrat,Dr.,caucasian,-11.473075,140.320456,true,2022-10-27,4778,NM,digital,evc_funded,web,office_4,2022-05-12,2022-05-12 02:00:00.000,October,2022
1690790f-d4fa-4704-b6e7-5d22e25bf640,org_3,7366,Maria,Ian,Suarez,PhD,6408 Green Pine Suite 612,4,East Williamchester,NJ,75020,94402 Conway Walks,8,West Christopherstad,FL,74955,county_1,female,1909-04-03,1050513542,mezadiamond3hotmail.com,2021-11-10,republican,Dr.,other,-81.3337925,34.490732,true,2022-01-22,8087,WI,mail,evc_funded,tablet,office_8,2022-09-07,2022-09-07 02:00:00.000,January,2022
31dfb3bf-76eb-472a-8d12-196ea5498d5d,org_1,3226,David,Dawn,Oconnor,III,66983 Marilyn Overpass Suite 371,4,Lindsayview,GA,27156,05648 Adam Corners Suite 316,7,East Petershire,NM,86143,county_3,other,1990-11-24,8884447146,ronaldoconnorgmail.com,2022-05-05,democrat,Mx.,nativeAmerican,44.383947,-158.378331,false,2022-02-21,5875,NH,field,evc_funded,paper,office_7,2022-10-14,2022-10-14 02:00:00.000,February,2022
1d8b643c-e061-4d3c-acce-3ca9fda74b63,org_3,6640,Marc,Brett,Perry,DVM,491 Adam Ways Apt. 531,8,Williamsbury,KY,65062,39838 Jackson Landing Apt. 110,6,West Vickie,NM,89669,county_5,female,1913-09-07,4797662570,riveraelizabeth9hotmail.com,2022-07-06,republican,Mr.,black,-56.441589,117.959483,true,2022-07-22,2549,WY,mail,evc_funded,tablet,office_3,2022-09-13,2022-09-13 02:00:00.000,July,2022
2dd72977-f1ce-426e-aba5-1eeb11fa676e,org_2,1161,Mary,Brian,Evans,II,29105 Taylor Union,9,South Juan,CA,69490,0381 Holly Island,9,Brentstad,AL,87061,county_3,male,1995-06-23,3165742149,smcdonald1yahoo.com,2022-09-15,republican,Dr.,other,86.073082,-63.845836,false,2022-02-21,7947,NJ,field,evc_funded,mail,office_1,2022-01-21,2022-01-21 02:00:00.000,February,2022
de13b1fc-6c9c-471c-938a-7ae31e07b6f1,org_3,9140,Matthew,Danielle,Phillips,PhD,515 Ronald Center,9,West Alexandertown,MT,33888,129 Jason Tunnel,9,North Miguel,ME,10281,county_5,other,1956-02-21,2816291677,stanleyheathergmail.com,2022-03-05,independent,Mrs.,other,-34.948295,2.255838,false,2022-06-14,7707,MS,remote,aligned,paper,office_3,2022-07-11,2022-07-11 02:00:00.000,June,2022
85d32e25-2e19-40ea-bf8e-5e803013fb15,org_3,6575,Anthony,Beth,Li,IV,38761 Molina Walk,5,Valenciaborough,AZ,41822,9887 Emily Alley,1,Mcphersonborough,NY,27865,county_3,male,1999-09-17,6919674431,msmith6yahoo.com,2022-09-19,republican,Mrs.,hispanic,-74.7936625,142.470031,false,2022-04-02,7598,NY,remote,evc_funded,web,office_8,2022-07-18,2022-07-18 02:00:00.000,April,2022
179dd313-960a-40f0-b77d-07302faa6a85,org_3,2928,Richard,Nancy,Butler,DDS,3401 Osborn Shoals Suite 428,9,South Sharon,KY,11084,6662 Roger Point Apt. 066,5,Littleton,AZ,66450,county_8,other,2005-02-21,7494771425,lance21gmail.com,2021-11-09,democrat,Ind.,unknown,58.551633,9.361013,false,2022-10-22,6471,WV,remote,aligned,paper,office_8,2022-06-16,2022-06-16 02:00:00.000,October,2022
b63448c4-914d-425b-ac7e-37f07e06106e,org_5,7295,Brian,Henry,Williamson,MD,758 Tiffany Union Suite 903,2,Port Jeffreyfort,VI,45208,6005 Diana Key Suite 568,0,Reedhaven,VA,14411,county_2,male,1964-06-01,5431548373,jimmycollier6hotmail.com,2022-05-18,independent,Misc.,other,44.1701595,-160.687303,true,2021-12-13,6293,ID,remote,aligned,tablet,office_3,2021-11-06,2021-11-06 02:00:00.000,December,2021
a15f203b-761f-456e-a6bf-24458c34a193,org_5,2579,Edward,Teresa,Vang,DDS,4777 Teresa Squares Apt. 366,3,Zacharyfort,IA,72958,31579 Stacy Freeway Apt. 467,5,Deckermouth,NE,03529,county_5,other,2007-03-12,1357515304,jasminepham1hotmail.com,2022-05-18,democrat,Ms.,hispanic,-55.552539,39.87642,true,2022-02-10,6200,MT,remote,evc_funded,web,office_6,2021-11-15,2021-11-15 02:00:00.000,February,2022
c1669202-7f51-44d8-aa16-ad3a702fdeb5,org_1,4290,Robert,Betty,Garcia,MD,005 Isabella Cliff Suite 409,4,West James,WV,96739,866 Natalie Prairie,4,Mcdanielborough,MS,13582,county_8,male,1976-05-09,2581051450,wesley74yahoo.com,2022-03-13,independent,Mr.,other,67.576362,71.00096,true,2022-03-26,1885,RI,field,aligned,web,office_7,2022-10-04,2022-10-04 02:00:00.000,March,2022
c0ec6e91-4f5d-4e7e-ae06-e46929704de9,org_5,2299,Todd,Christine,Robinson,V,92211 Jeremy Dam,3,Hartmanburgh,MI,87855,2478 Stephanie Estate,9,Johnberg,AL,17238,county_5,female,1933-12-30,4128194154,xnorman3gmail.com,2022-08-14,democrat,Mr.,nativeAmerican,55.5019865,-172.739621,true,2022-06-21,6029,AR,field,aligned,paper,office_5,2022-11-02,2022-11-02 02:00:00.000,June,2022
c96f70b0-1072-4850-9e79-e60890971253,org_3,8417,Miguel,Stephanie,Mack,PhD,2132 Moore Road,5,Smithberg,MD,02818,596 Guzman Bridge,5,Mariaberg,WA,70108,county_8,male,1922-07-13,8442631574,jamesramirezhotmail.com,2022-02-22,republican,Dr.,unknown,79.5286925,-71.478696,true,2022-05-19,6403,DC,field,aligned,mail,office_1,2022-04-22,2022-04-22 02:00:00.000,May,2022
520492c8-e737-454e-bda3-443dc54e75f7,org_4,987,Christopher,Caitlin,Johnson,DVM,28121 Brandon Land,2,Barnetthaven,WV,20234,1638 Elizabeth Port Suite 458,7,South Briantown,MN,27633,county_6,other,1915-03-23,5005246755,jennifer999yahoo.com,2022-06-30,independent,Misc.,asian,39.6525395,-54.387909,false,2022-05-17,3365,NY,remote,evc_funded,paper,office_2,2022-07-28,2022-07-28 02:00:00.000,May,2022
8ab6cad5-cc64-4df2-ab4b-aac26e096da4,org_5,5507,John,Heather,Daniel,DVM,299 Mcdonald Roads Suite 785,8,Port Aaronmouth,UT,83052,643 Hudson Corners Apt. 785,0,Ramoschester,UT,49065,county_5,female,1949-05-09,2360478748,sheamicheleyahoo.com,2022-10-04,republican,Mx.,unknown,64.8518315,162.930113,true,2022-10-08,261,PR,digital,evc_funded,tablet,office_6,2021-11-24,2021-11-24 02:00:00.000,October,2022
289125c2-b62b-451e-8466-11bdb8236f25,org_1,8333,Desiree,Richard,Eaton,PhD,4481 Laura Ranch Apt. 492,1,Lovebury,MN,66507,6949 Rachel Lakes,6,Ricardoville,NM,01051,county_3,female,1915-03-19,1133175329,michaeljordangmail.com,2022-02-19,independent,Mrs.,caucasian,19.6555685,-61.652886,false,2022-02-13,727,TN,field,aligned,tablet,office_1,2022-06-02,2022-06-02 02:00:00.000,February,2022
a35ec84d-458f-43cb-aa73-8f2a0844a5bf,org_4,9435,Bridget,William,Wilson,IV,8986 Daniel Common,0,Hawkinsville,WA,46602,371 Gonzales Ridges,3,East Seanhaven,HI,90810,county_7,female,1912-10-11,7716134374,joseph388yahoo.com,2022-10-27,democrat,Miss,other,26.1760045,123.802626,false,2022-04-05,7211,WA,digital,aligned,tablet,office_5,2022-08-23,2022-08-23 02:00:00.000,April,2022
6ae6969f-dd43-4f6a-8b9d-a5e6a1bdcef6,org_2,4134,Jeremy,Cynthia,Coleman,MD,904 Delacruz Locks Apt. 795,2,Gregoryfurt,WV,15288,8801 John Gateway,2,Reidmouth,FL,74381,county_7,other,1916-08-05,3094642569,dlawsonyahoo.com,2022-06-04,independent,Ms.,nativeAmerican,50.846555,-19.777685,true,2022-02-26,4658,DE,remote,aligned,paper,office_3,2022-06-15,2022-06-15 02:00:00.000,February,2022
41166152-963e-466d-8c47-165ca2d6e3e3,org_4,3574,Sarah,Larry,Morrison,DVM,827 Morgan Road,5,Markchester,KY,57225,13916 Freeman Flat,7,West Michaelview,IL,84435,county_1,male,1965-09-25,4724130257,sarahvasquezgmail.com,2022-02-15,democrat,Ind.,unknown,-55.289605,108.139624,true,2022-09-05,1213,MS,field,aligned,mail,office_8,2021-11-26,2021-11-26 02:00:00.000,September,2022
a19b2991-8f90-477e-83ff-ce0663349538,org_1,9836,Chelsey,Michael,Ford,DDS,634 Joseph Track,9,New Kenneth,OK,04594,03920 Walker Mountain,3,Blakefort,MN,69944,county_1,other,1964-11-02,815128779,rhonda50yahoo.com,2022-11-04,democrat,Mx.,black,-55.27249,-135.212707,false,2022-09-25,362,OK,digital,evc_funded,paper,office_3,2022-06-16,2022-06-16 02:00:00.000,September,2022
fb233e88-cdd7-413f-b555-82719eef9c81,org_2,4846,Angela,Brian,Hayden,II,4293 Cooper Prairie,6,East Angel,MA,53092,6756 Madison Ports Apt. 767,6,New Jessica,OH,58742,county_1,other,1964-02-06,6718538294,briggsjames3gmail.com,2022-09-01,democrat,Ms.,hispanic,29.81213,-58.013491,false,2022-10-22,3320,KY,mail,evc_funded,tablet,office_4,2022-11-01,2022-11-01 02:00:00.000,October,2022
e9619a5a-6168-4d61-bf74-b34e3443bacd,org_4,7621,Lisa,Cynthia,Vega,II,058 Joseph Square,2,Stevenhaven,MA,82840,2545 Cummings Crest Apt. 930,8,East Ricardoborough,NC,56053,county_5,male,1973-03-10,9052362282,aphillips4hotmail.com,2022-08-01,republican,Dr.,nativeAmerican,14.2946745,110.942901,false,2022-05-21,9081,NV,remote,aligned,paper,office_5,2022-06-01,2022-06-01 02:00:00.000,May,2022
0fae0fa0-338c-4d82-8af7-27764ea8b85e,org_2,1838,Brandon,Tiffany,Underwood,Jr.,46417 David Stravenue Apt. 812,4,Port Nicholas,NH,43845,572 Stacey Islands Apt. 025,0,Port Lanceton,VT,64523,county_7,female,1922-07-09,740895022,simshayley9yahoo.com,2022-01-16,democrat,Mr.,nativeAmerican,-31.171315,-121.582871,true,2022-10-20,6160,MN,digital,aligned,tablet,office_2,2022-07-07,2022-07-07 02:00:00.000,October,2022
28b362f1-edd0-497e-a6ff-28c5913b6550,org_2,2434,Barbara,Elizabeth,Fleming,II,5655 Moreno Manor,6,Brookebury,CO,68431,82120 Amy Glen,3,North Samuelborough,VT,46495,county_6,female,1911-08-21,885909881,welchtammygmail.com,2022-08-15,republican,Dr.,hispanic,58.837962,125.367126,false,2022-11-01,2854,NY,field,aligned,tablet,office_8,2022-01-05,2022-01-05 02:00:00.000,November,2022
e7a5e609-89a2-40ac-8aae-91c38f5553af,org_1,3760,Alexander,Meredith,Robertson,MD,4692 Carol Shores Apt. 001,4,Miaberg,VT,55401,3344 Richardson Port,3,Zacharyview,DE,35933,county_6,male,2006-07-16,5592562121,patriciamorris2gmail.com,2022-04-13,democrat,Miss,caucasian,-10.750076,-156.933197,true,2022-02-12,4751,MO,digital,evc_funded,tablet,office_8,2022-06-05,2022-06-05 02:00:00.000,February,2022
a08bb559-26c1-4bd7-915b-ebc7d5541b40,org_2,2798,Dominique,Anthony,Arnold,DDS,69020 Park Mountains,8,Lake Kelseybury,PA,41465,312 Kathryn Course,7,Sydneyburgh,TX,36852,county_3,other,1943-12-02,6607414036,alison743gmail.com,2022-10-30,independent,,caucasian,,,false,2022-10-30,7334,CA,field,evc_funded,Tablet,office_8,2022-03-29,2022-03-29 02:00:00.000,"October  ",2ear
57f2ed23-48b2-4dcd-ab7b-fa00844aec21,org_2,1004,William,Calvin,King,MD,33377 Howard Squares Apt. 398,1,West Sarah,CO,36105,268 Jones Court Suite 587,3,South Susan,NH,91615,county_4,male,1972-10-08,9279898747,amandasuarezgmail.com,2022-09-11,republican,,unknown,,,false,2022-09-11,5451,NC,field,evc_funded,API,office_8,2022-10-06,2022-10-06 02:00:00.000,September,2ear
d95bafc8-f2a4-427b-9cf4-bb99f4bea973,org_5,8386,Steven,Lucas,James,IV,233 Gregory Extensions,2,Yolandaside,NV,54852,557 Stephanie Locks Suite 837,4,Masonstad,NH,46477,county_3,female,1960-05-29,7735294744,amy78yahoo.com,2022-04-12,independent,,unknown,,,false,2022-04-12,6006,DC,field,evc_funded,Web,office_2,2022-02-09,2022-02-09 02:00:00.000,"April    ",2ear
91054c72-cb3c-470d-a46d-f2ef8f8cf839,org_3,3473,Margaret,Adam,Cole,II,60045 Johnson Meadows,1,Boydborough,UT,68083,531 Margaret Curve,3,Richardborough,UT,00807,county_5,other,1915-04-28,6792214533,angelaolson4hotmail.com,2022-07-04,independent,,asian,,,false,2022-07-04,4783,OR,field,evc_funded,Web,office_5,2021-12-31,2021-12-31 02:00:00.000,"July     ",2ear
e3f62db4-aecd-4cbc-ab48-dd65a4339217,org_4,1469,Heather,Lori,Hammond,Jr.,18526 Carol Throughway,4,Morrisshire,TN,69107,62231 Clark Fork Apt. 401,4,Davisville,UT,50396,county_1,female,2000-05-20,3731281533,bethany39gmail.com,2022-07-11,democrat,,black,,,false,2022-07-11,441,NY,field,evc_funded,API,office_3,2021-12-30,2021-12-30 02:00:00.000,"July     ",2ear
57e28eff-8fc4-4fb3-92eb-25bd1dce311b,org_3,8622,Matthew,Alexandria,Mcgee,Jr.,87341 West Squares Suite 628,7,South Patricia,TN,28959,7623 Kenneth Creek Suite 770,2,North Alexanderport,WY,47522,county_6,male,1912-10-20,1078576147,brendataylorhotmail.com,2022-07-23,democrat,,caucasian,,,false,2022-07-23,1468,ND,field,evc_funded,Tablet,office_6,2022-05-16,2022-05-16 02:00:00.000,"July     ",2ear
8d9a6507-4f6b-4f2a-b22d-4735be3cf097,org_2,3941,Pamela,Jennifer,Fry,MD,39351 Elizabeth Fords,6,Port Tarachester,SC,73934,81026 Robert Track Apt. 498,1,New Maryburgh,SD,81914,county_8,other,1946-12-27,8528337671,bryce21gmail.com,2021-12-21,independent,,unknown,,,false,2021-12-21,5534,DE,field,evc_funded,API,office_7,2021-11-06,2021-11-06 02:00:00.000,"December ",1ear
e094b53a-cd33-4aa6-be14-92482461e6b6,org_1,7724,Amber,Samantha,Weeks,DDS,5268 Rollins Crossing Apt. 550,0,West Kimberly,SD,27726,46123 Bartlett Harbors Suite 205,1,New Jonborough,TN,87043,county_4,male,1992-03-22,5097787576,bwalton1gmail.com,2022-08-04,independent,,other,,,false,2022-08-04,441,CO,field,evc_funded,API,office_2,2022-09-13,2022-09-13 02:00:00.000,"August   ",2ear
24b465de-f189-4e9e-b1a3-621c43e98b94,org_4,5986,Travis,Dawn,Davis,V,2543 Jodi Shore Suite 978,4,Danielview,KS,85604,3879 Nicole Mill Apt. 699,0,Brianville,AZ,64359,county_1,female,1952-04-10,6869017770,carlos751gmail.com,2022-10-29,independent,,caucasian,,,false,2022-10-29,618,UT,field,evc_funded,Tablet,office_2,2022-05-09,2022-05-09 02:00:00.000,"October  ",2ear
e16dce72-f18e-4598-b5e1-f291d322a735,org_1,8621,Bradley,Veronica,Hernandez,II,9145 Johnson Mission,8,West Katelynberg,IN,12750,07289 Tucker Islands Apt. 544,9,Valdezside,SD,07943,county_8,other,1957-08-17,2217380337,david22hotmail.com,2022-03-25,republican,,nativeAmerican,,,false,2022-03-25,79,AK,field,evc_funded,Web,office_3,2022-07-24,2022-07-24 02:00:00.000,"March    ",2ear
e5f6e0d2-6b7d-47cd-8ea7-1176b5cbe10f,org_3,7710,Amanda,Paige,Munoz,DDS,009 Sims Islands Apt. 784,7,Tamifurt,AL,74119,73879 Daniel Lock Apt. 696,2,Bucktown,MT,83304,county_6,male,1970-04-10,4005054663,david895hotmail.com,2022-04-28,republican,,nativeAmerican,,,false,2022-04-28,8844,SD,field,evc_funded,Web,office_1,2021-11-11,2021-11-11 02:00:00.000,"April    ",2ear
6921b029-3c8c-45e2-843d-59cfca4464b0,org_5,5939,Peter,Joshua,Owens,III,17225 Martin River,0,Dariusberg,PA,67060,067 Bird Knolls Apt. 460,0,Wilsonhaven,DE,90344,county_8,male,1996-05-23,2562293202,desiree552hotmail.com,2022-08-31,independent,,unknown,,,false,2022-08-31,318,NJ,field,evc_funded,Tablet,office_2,2022-06-13,2022-06-13 02:00:00.000,"August   ",2ear
0105b3ca-da02-47d9-aae0-539270c5850e,org_3,8867,Jeff,Stacey,Lopez,IV,54617 Thomas Turnpike Suite 373,6,Saraborough,TX,25345,678 Byrd Turnpike Apt. 034,0,Gouldstad,IN,45382,county_4,other,1985-04-17,5527631745,dnelson6hotmail.com,2022-03-11,independent,,black,,,false,2022-03-11,1572,IN,field,evc_funded,Tablet,office_3,2022-05-29,2022-05-29 02:00:00.000,"March    ",2ear
0c2c67f2-400a-45f7-a162-2fd180a04f2f,org_3,6339,Michael,Theresa,Pearson,V,9951 Chase Brooks Apt. 204,4,North Dawntown,KY,14436,260 Jeff Estates Suite 809,4,East Brendaton,WY,88062,county_6,male,1914-04-10,9021933451,evillanuevahotmail.com,2022-05-16,democrat,,unknown,,,false,2022-05-16,4648,NY,field,evc_funded,Tablet,office_1,2022-06-30,2022-06-30 02:00:00.000,"May      ",2ear
43ca07ba-0020-40d9-8544-723c647dcd81,org_5,7428,James,Richard,Johnson,Jr.,1372 Morales Squares Suite 936,7,Lake Pamela,RI,36279,760 Moreno Hills,5,New Samantha,AR,11409,county_8,male,1909-10-27,2548331184,garciarobert5gmail.com,2021-12-21,democrat,,other,,,false,2021-12-21,8397,DC,field,evc_funded,Web,office_6,2022-03-27,2022-03-27 02:00:00.000,"December ",1ear
8ccc741a-c6ca-410a-a689-d47421b436d9,org_4,7392,Devon,Sabrina,Reid,V,92585 Davis Vista Suite 403,1,North Dana,KY,52378,31223 Larry Alley Suite 588,2,Josefort,MT,59953,county_2,female,1970-08-13,7561780293,ginamartinezyahoo.com,2022-05-29,independent,,black,,,false,2022-05-29,4942,PR,field,evc_funded,Tablet,office_7,2022-08-09,2022-08-09 02:00:00.000,"May      ",2ear
8918b682-4f4a-453e-b430-051376e31f5a,org_1,1381,Kyle,Nancy,Gutierrez,IV,07067 Clark Radial Apt. 040,5,Savannahland,VI,64784,95672 Foster Crossing,4,North Christophermouth,IL,91288,county_4,male,1997-02-14,4572547876,hdiaz5gmail.com,2022-02-14,democrat,,nativeAmerican,,,false,2022-02-14,9599,IN,field,evc_funded,API,office_2,2022-04-25,2022-04-25 02:00:00.000,"February ",2ear
f6adde3b-497d-4418-9ac0-362b9106f4eb,org_4,1913,Damon,Matthew,Kim,PhD,5000 Jamie Centers Suite 833,3,North Anthonyfurt,MT,74334,800 David Well Apt. 314,8,Danielburgh,ID,97002,county_2,female,1972-02-25,17709035,hernandezjamesyahoo.com,2022-01-20,independent,,nativeAmerican,,,false,2022-01-20,4474,AZ,field,evc_funded,Web,office_3,2022-05-03,2022-05-03 02:00:00.000,"January  ",2ear
c838892b-1afa-4aff-a5da-50e20585f1c6,org_1,5371,James,Raymond,Rice,DDS,24864 Savage Lakes Apt. 902,0,Dawnberg,FL,74099,528 Thomas Rue,7,Lewisberg,AK,47133,county_3,male,1956-07-01,3477634402,iwhitehead3gmail.com,2022-11-01,democrat,,asian,,,false,2022-11-01,932,MS,field,evc_funded,Web,office_2,2021-11-20,2021-11-20 02:00:00.000,"November ",2ear
288f39d7-eae0-4c28-942e-709697cd5d01,org_5,6930,Elizabeth,Heidi,Nelson,MD,96319 Morton Crossing Suite 858,1,Kellyberg,OR,94851,2226 Ray Plain,1,Cookland,NH,22000,county_2,female,1917-01-27,8735790483,jennifer405yahoo.com,2021-11-25,republican,,hispanic,,,false,2021-11-25,9814,MI,field,evc_funded,Web,office_3,2022-09-09,2022-09-09 02:00:00.000,"November ",1ear
8c1a026d-46d7-4cca-9f03-ec0746f17e94,org_3,2655,Maria,Ariana,Walters,DDS,831 Brandon Neck,3,West Stephaniestad,NE,40083,37097 Wendy Squares,8,Coxview,OK,37894,county_3,female,1936-10-16,386317408,josephhartman8gmail.com,2022-01-06,democrat,,hispanic,,,false,2022-01-06,1453,OK,field,evc_funded,Web,office_1,2022-01-13,2022-01-13 02:00:00.000,"January  ",2ear
f2f6e8b4-aab1-44d5-b374-27ebb9c6dcdd,org_5,4478,Joshua,Isabel,Price,Jr.,200 Benjamin Station,4,East Tyler,TN,11514,921 Roberts Avenue Apt. 403,3,Keithfort,VI,02625,county_6,female,1964-01-07,1778282492,karenbeardgmail.com,2022-09-06,democrat,,asian,,,false,2022-09-06,6500,PA,field,evc_funded,API,office_6,2022-01-19,2022-01-19 02:00:00.000,September,2ear
a1f78c92-c9e2-4c69-96ce-b3ede5cb7e35,org_4,6254,Chelsea,Lydia,Walker,III,1553 Patel Landing,0,Port Jonathanport,VT,32706,1727 Williams Bridge,4,East Anthony,MI,03287,county_5,female,1954-10-26,569599285,kmeyeryahoo.com,2022-03-02,democrat,,unknown,,,false,2022-03-02,5176,NM,field,evc_funded,Web,office_2,2022-08-27,2022-08-27 02:00:00.000,"March    ",2ear
